DateTime,RH [%],Temperature [°C],WBT_C,Time,year,month,day,hour,minute,second
2024-08-01 03:41:27.000,77.3,29.6,26.3,2024-08-01 03:41:27,2024,8,1,3,41,27
2024-08-01 03:51:27.000,77.6,29.5,26.3,2024-08-01 03:51:27,2024,8,1,3,51,27
2024-08-01 04:01:27.000,78.2,29.5,26.4,2024-08-01 04:01:27,2024,8,1,4,1,27
2024-08-01 04:11:27.000,78.6,29.3,26.3,2024-08-01 04:11:27,2024,8,1,4,11,27
2024-08-01 04:14:07.000,78.9,29.3,26.3,2024-08-01 04:14:07,2024,8,1,4,14,7
2024-08-01 04:24:07.000,78.9,29.3,26.3,2024-08-01 04:24:07,2024,8,1,4,24,7
2024-08-01 04:34:07.000,79.5,29.2,26.3,2024-08-01 04:34:07,2024,8,1,4,34,7
2024-08-01 04:44:07.000,79.4,29.2,26.3,2024-08-01 04:44:07,2024,8,1,4,44,7
2024-08-01 04:54:07.000,79.0,29.2,26.2,2024-08-01 04:54:07,2024,8,1,4,54,7
2024-08-01 05:04:07.000,78.8,29.3,26.3,2024-08-01 05:04:07,2024,8,1,5,4,7
2024-08-01 05:14:07.000,79.0,29.2,26.3,2024-08-01 05:14:07,2024,8,1,5,14,7
2024-08-01 05:24:07.000,78.5,29.4,26.3,2024-08-01 05:24:07,2024,8,1,5,24,7
2024-08-01 05:34:07.000,78.6,29.3,26.3,2024-08-01 05:34:07,2024,8,1,5,34,7
2024-08-01 05:44:07.000,78.8,29.3,26.3,2024-08-01 05:44:07,2024,8,1,5,44,7
2024-08-01 05:54:07.000,79.0,29.3,26.3,2024-08-01 05:54:07,2024,8,1,5,54,7
2024-08-01 06:04:07.000,79.0,29.2,26.3,2024-08-01 06:04:07,2024,8,1,6,4,7
2024-08-01 06:14:07.000,78.7,29.2,26.2,2024-08-01 06:14:07,2024,8,1,6,14,7
2024-08-01 06:24:07.000,79.4,28.9,26.0,2024-08-01 06:24:07,2024,8,1,6,24,7
2024-08-01 06:34:07.000,79.0,29.0,26.0,2024-08-01 06:34:07,2024,8,1,6,34,7
2024-08-01 06:44:07.000,78.5,29.1,26.1,2024-08-01 06:44:07,2024,8,1,6,44,7
2024-08-01 06:54:07.000,77.6,29.3,26.1,2024-08-01 06:54:07,2024,8,1,6,54,7
2024-08-01 07:04:07.000,77.5,29.2,26.0,2024-08-01 07:04:07,2024,8,1,7,4,7
2024-08-01 07:14:07.000,76.9,29.4,26.1,2024-08-01 07:14:07,2024,8,1,7,14,7
2024-08-01 07:24:07.000,75.6,29.5,26.0,2024-08-01 07:24:07,2024,8,1,7,24,7
2024-08-01 07:34:07.000,75.0,29.6,26.0,2024-08-01 07:34:07,2024,8,1,7,34,7
2024-08-01 07:44:07.000,75.1,29.8,26.2,2024-08-01 07:44:07,2024,8,1,7,44,7
2024-08-01 07:54:07.000,74.5,30.0,26.3,2024-08-01 07:54:07,2024,8,1,7,54,7
2024-08-01 08:04:07.000,73.5,30.2,26.3,2024-08-01 08:04:07,2024,8,1,8,4,7
2024-08-01 08:14:07.000,73.3,30.3,26.4,2024-08-01 08:14:07,2024,8,1,8,14,7
2024-08-01 08:24:07.000,73.4,30.4,26.5,2024-08-01 08:24:07,2024,8,1,8,24,7
2024-08-01 08:34:07.000,72.1,30.4,26.3,2024-08-01 08:34:07,2024,8,1,8,34,7
2024-08-01 08:44:07.000,73.7,30.5,26.7,2024-08-01 08:44:07,2024,8,1,8,44,7
2024-08-01 08:54:07.000,71.1,30.7,26.4,2024-08-01 08:54:07,2024,8,1,8,54,7
2024-08-01 09:04:07.000,71.5,30.8,26.6,2024-08-01 09:04:07,2024,8,1,9,4,7
2024-08-01 09:14:07.000,69.9,31.0,26.5,2024-08-01 09:14:07,2024,8,1,9,14,7
2024-08-01 09:24:07.000,70.6,31.1,26.7,2024-08-01 09:24:07,2024,8,1,9,24,7
2024-08-01 09:34:07.000,69.9,31.1,26.6,2024-08-01 09:34:07,2024,8,1,9,34,7
2024-08-01 09:44:07.000,70.0,31.1,26.7,2024-08-01 09:44:07,2024,8,1,9,44,7
2024-08-01 09:54:07.000,70.5,31.3,26.9,2024-08-01 09:54:07,2024,8,1,9,54,7
2024-08-01 10:04:07.000,68.7,31.4,26.7,2024-08-01 10:04:07,2024,8,1,10,4,7
2024-08-01 10:14:07.000,68.6,31.5,26.8,2024-08-01 10:14:07,2024,8,1,10,14,7
2024-08-01 10:24:07.000,67.9,31.6,26.7,2024-08-01 10:24:07,2024,8,1,10,24,7
2024-08-01 10:34:07.000,68.3,31.8,27.0,2024-08-01 10:34:07,2024,8,1,10,34,7
2024-08-01 10:44:07.000,68.0,31.9,27.0,2024-08-01 10:44:07,2024,8,1,10,44,7
2024-08-01 10:54:07.000,65.8,32.0,26.8,2024-08-01 10:54:07,2024,8,1,10,54,7
2024-08-01 11:04:07.000,66.6,32.4,27.2,2024-08-01 11:04:07,2024,8,1,11,4,7
2024-08-01 11:14:07.000,66.0,32.7,27.5,2024-08-01 11:14:07,2024,8,1,11,14,7
2024-08-01 11:24:07.000,65.5,32.6,27.3,2024-08-01 11:24:07,2024,8,1,11,24,7
2024-08-01 11:34:07.000,66.6,32.7,27.5,2024-08-01 11:34:07,2024,8,1,11,34,7
2024-08-01 11:44:07.000,66.7,33.0,27.8,2024-08-01 11:44:07,2024,8,1,11,44,7
2024-08-01 11:54:07.000,65.3,32.7,27.3,2024-08-01 11:54:07,2024,8,1,11,54,7
2024-08-01 12:04:07.000,67.0,32.8,27.7,2024-08-01 12:04:07,2024,8,1,12,4,7
2024-08-01 12:14:07.000,67.5,32.9,27.9,2024-08-01 12:14:07,2024,8,1,12,14,7
2024-08-01 12:24:07.000,68.9,32.9,28.1,2024-08-01 12:24:07,2024,8,1,12,24,7
2024-08-01 12:34:07.000,67.4,33.0,27.9,2024-08-01 12:34:07,2024,8,1,12,34,7
2024-08-01 12:44:07.000,67.7,33.1,28.1,2024-08-01 12:44:07,2024,8,1,12,44,7
2024-08-01 12:54:07.000,66.9,33.3,28.1,2024-08-01 12:54:07,2024,8,1,12,54,7
2024-08-01 13:04:07.000,66.2,33.4,28.1,2024-08-01 13:04:07,2024,8,1,13,4,7
2024-08-01 13:14:07.000,68.0,33.3,28.4,2024-08-01 13:14:07,2024,8,1,13,14,7
2024-08-01 13:24:07.000,69.3,32.9,28.2,2024-08-01 13:24:07,2024,8,1,13,24,7
2024-08-01 13:34:07.000,69.5,32.8,28.1,2024-08-01 13:34:07,2024,8,1,13,34,7
2024-08-01 13:44:07.000,69.9,32.9,28.3,2024-08-01 13:44:07,2024,8,1,13,44,7
2024-08-01 13:54:07.000,68.7,33.0,28.2,2024-08-01 13:54:07,2024,8,1,13,54,7
2024-08-01 14:04:07.000,68.6,33.1,28.2,2024-08-01 14:04:07,2024,8,1,14,4,7
2024-08-01 14:14:07.000,69.2,32.8,28.1,2024-08-01 14:14:07,2024,8,1,14,14,7
2024-08-01 14:24:07.000,71.3,32.5,28.2,2024-08-01 14:24:07,2024,8,1,14,24,7
2024-08-01 14:34:08.000,80.1,31.5,28.6,2024-08-01 14:34:08,2024,8,1,14,34,8
2024-08-01 14:44:08.000,82.2,30.3,27.8,2024-08-01 14:44:08,2024,8,1,14,44,8
2024-08-01 14:54:08.000,82.0,30.3,27.7,2024-08-01 14:54:08,2024,8,1,14,54,8
2024-08-01 15:04:08.000,78.0,30.6,27.4,2024-08-01 15:04:08,2024,8,1,15,4,8
2024-08-01 15:14:08.000,77.2,30.8,27.4,2024-08-01 15:14:08,2024,8,1,15,14,8
2024-08-01 15:24:08.000,75.6,30.6,27.0,2024-08-01 15:24:08,2024,8,1,15,24,8
2024-08-01 15:34:08.000,76.6,30.8,27.3,2024-08-01 15:34:08,2024,8,1,15,34,8
2024-08-01 15:44:08.000,73.6,31.3,27.4,2024-08-01 15:44:08,2024,8,1,15,44,8
2024-08-01 15:54:08.000,76.1,30.9,27.4,2024-08-01 15:54:08,2024,8,1,15,54,8
2024-08-01 16:04:08.000,77.7,31.1,27.9,2024-08-01 16:04:08,2024,8,1,16,4,8
2024-08-01 16:14:08.000,77.1,31.4,28.0,2024-08-01 16:14:08,2024,8,1,16,14,8
2024-08-01 16:24:08.000,77.0,31.4,28.0,2024-08-01 16:24:08,2024,8,1,16,24,8
2024-08-01 16:34:08.000,74.6,31.0,27.3,2024-08-01 16:34:08,2024,8,1,16,34,8
2024-08-01 16:44:08.000,77.2,31.1,27.8,2024-08-01 16:44:08,2024,8,1,16,44,8
2024-08-01 16:54:08.000,75.2,31.4,27.7,2024-08-01 16:54:08,2024,8,1,16,54,8
2024-08-01 17:04:08.000,71.9,31.4,27.2,2024-08-01 17:04:08,2024,8,1,17,4,8
2024-08-01 17:14:08.000,71.9,31.6,27.4,2024-08-01 17:14:08,2024,8,1,17,14,8
2024-08-01 17:24:08.000,71.6,31.5,27.3,2024-08-01 17:24:08,2024,8,1,17,24,8
2024-08-01 17:34:08.000,72.6,31.5,27.4,2024-08-01 17:34:08,2024,8,1,17,34,8
2024-08-01 17:44:08.000,70.9,31.4,27.1,2024-08-01 17:44:08,2024,8,1,17,44,8
2024-08-01 17:54:08.000,72.5,31.5,27.4,2024-08-01 17:54:08,2024,8,1,17,54,8
2024-08-01 18:04:08.000,72.5,31.3,27.2,2024-08-01 18:04:08,2024,8,1,18,4,8
2024-08-01 18:14:08.000,73.0,31.2,27.2,2024-08-01 18:14:08,2024,8,1,18,14,8
2024-08-01 18:24:08.000,71.4,31.2,26.9,2024-08-01 18:24:08,2024,8,1,18,24,8
2024-08-01 18:34:08.000,72.9,31.0,27.0,2024-08-01 18:34:08,2024,8,1,18,34,8
2024-08-01 18:44:08.000,73.5,31.1,27.1,2024-08-01 18:44:08,2024,8,1,18,44,8
2024-08-01 18:54:08.000,73.1,31.0,27.0,2024-08-01 18:54:08,2024,8,1,18,54,8
2024-08-01 19:04:08.000,72.7,31.0,27.0,2024-08-01 19:04:08,2024,8,1,19,4,8
2024-08-01 19:14:08.000,71.9,31.1,26.9,2024-08-01 19:14:08,2024,8,1,19,14,8
2024-08-01 19:24:08.000,71.0,31.0,26.7,2024-08-01 19:24:08,2024,8,1,19,24,8
2024-08-01 19:34:08.000,69.5,31.0,26.4,2024-08-01 19:34:08,2024,8,1,19,34,8
2024-08-01 19:44:08.000,70.4,30.9,26.5,2024-08-01 19:44:08,2024,8,1,19,44,8
2024-08-01 19:54:08.000,70.8,30.9,26.6,2024-08-01 19:54:08,2024,8,1,19,54,8
2024-08-01 20:04:08.000,72.6,30.9,26.8,2024-08-01 20:04:08,2024,8,1,20,4,8
2024-08-01 20:14:08.000,72.5,30.8,26.8,2024-08-01 20:14:08,2024,8,1,20,14,8
2024-08-01 20:24:08.000,73.0,30.7,26.7,2024-08-01 20:24:08,2024,8,1,20,24,8
2024-08-01 20:34:08.000,71.7,30.7,26.5,2024-08-01 20:34:08,2024,8,1,20,34,8
2024-08-01 20:44:08.000,73.3,30.6,26.7,2024-08-01 20:44:08,2024,8,1,20,44,8
2024-08-01 20:54:08.000,72.4,30.5,26.5,2024-08-01 20:54:08,2024,8,1,20,54,8
2024-08-01 21:04:08.000,70.4,30.5,26.1,2024-08-01 21:04:08,2024,8,1,21,4,8
2024-08-01 21:14:08.000,70.8,30.4,26.1,2024-08-01 21:14:08,2024,8,1,21,14,8
2024-08-01 21:24:08.000,70.7,30.5,26.2,2024-08-01 21:24:08,2024,8,1,21,24,8
2024-08-01 21:34:08.000,69.0,30.6,26.0,2024-08-01 21:34:08,2024,8,1,21,34,8
2024-08-01 21:44:08.000,69.3,30.6,26.0,2024-08-01 21:44:08,2024,8,1,21,44,8
2024-08-01 21:54:08.000,70.8,30.3,26.0,2024-08-01 21:54:08,2024,8,1,21,54,8
2024-08-01 22:04:08.000,71.1,30.2,26.0,2024-08-01 22:04:08,2024,8,1,22,4,8
2024-08-01 22:14:08.000,71.3,30.4,26.2,2024-08-01 22:14:08,2024,8,1,22,14,8
2024-08-01 22:24:08.000,70.4,30.6,26.2,2024-08-01 22:24:08,2024,8,1,22,24,8
2024-08-01 22:34:08.000,69.7,30.6,26.1,2024-08-01 22:34:08,2024,8,1,22,34,8
2024-08-01 22:44:08.000,69.5,30.6,26.1,2024-08-01 22:44:08,2024,8,1,22,44,8
2024-08-01 22:54:08.000,69.6,30.6,26.1,2024-08-01 22:54:08,2024,8,1,22,54,8
2024-08-01 23:04:08.000,70.1,30.5,26.1,2024-08-01 23:04:08,2024,8,1,23,4,8
2024-08-01 23:14:08.000,70.3,30.4,26.0,2024-08-01 23:14:08,2024,8,1,23,14,8
2024-08-01 23:24:08.000,70.8,30.4,26.1,2024-08-01 23:24:08,2024,8,1,23,24,8
2024-08-01 23:34:08.000,70.9,30.4,26.1,2024-08-01 23:34:08,2024,8,1,23,34,8
2024-08-01 23:44:08.000,71.1,30.3,26.1,2024-08-01 23:44:08,2024,8,1,23,44,8
2024-08-01 23:54:08.000,71.5,30.2,26.1,2024-08-01 23:54:08,2024,8,1,23,54,8
2024-08-02 00:04:08.000,71.7,30.2,26.1,2024-08-02 00:04:08,2024,8,2,0,4,8
2024-08-02 00:14:08.000,72.1,30.1,26.1,2024-08-02 00:14:08,2024,8,2,0,14,8
2024-08-02 00:24:08.000,72.1,30.2,26.1,2024-08-02 00:24:08,2024,8,2,0,24,8
2024-08-02 00:34:08.000,72.3,30.1,26.1,2024-08-02 00:34:08,2024,8,2,0,34,8
2024-08-02 00:44:08.000,72.6,30.1,26.1,2024-08-02 00:44:08,2024,8,2,0,44,8
2024-08-02 00:54:08.000,73.2,29.9,26.0,2024-08-02 00:54:08,2024,8,2,0,54,8
2024-08-02 01:04:08.000,73.2,29.9,26.0,2024-08-02 01:04:08,2024,8,2,1,4,8
2024-08-02 01:14:08.000,73.3,29.9,26.0,2024-08-02 01:14:08,2024,8,2,1,14,8
2024-08-02 01:24:08.000,73.7,29.9,26.1,2024-08-02 01:24:08,2024,8,2,1,24,8
2024-08-02 01:34:08.000,73.6,29.9,26.1,2024-08-02 01:34:08,2024,8,2,1,34,8
2024-08-02 01:44:08.000,73.9,29.8,26.1,2024-08-02 01:44:08,2024,8,2,1,44,8
2024-08-02 01:54:08.000,73.6,29.8,25.9,2024-08-02 01:54:08,2024,8,2,1,54,8
2024-08-02 02:04:08.000,73.8,29.8,26.0,2024-08-02 02:04:08,2024,8,2,2,4,8
2024-08-02 02:14:08.000,73.5,29.7,25.9,2024-08-02 02:14:08,2024,8,2,2,14,8
2024-08-02 02:24:08.000,73.9,29.7,25.9,2024-08-02 02:24:08,2024,8,2,2,24,8
2024-08-02 02:34:08.000,75.0,29.6,26.0,2024-08-02 02:34:08,2024,8,2,2,34,8
2024-08-02 02:44:08.000,75.6,29.4,25.9,2024-08-02 02:44:08,2024,8,2,2,44,8
2024-08-02 02:54:08.000,74.4,29.5,25.8,2024-08-02 02:54:08,2024,8,2,2,54,8
2024-08-02 03:04:08.000,73.4,29.6,25.8,2024-08-02 03:04:08,2024,8,2,3,4,8
2024-08-02 03:14:08.000,74.5,29.4,25.8,2024-08-02 03:14:08,2024,8,2,3,14,8
2024-08-02 03:24:08.000,75.8,29.3,25.8,2024-08-02 03:24:08,2024,8,2,3,24,8
2024-08-02 03:34:08.000,74.8,29.4,25.8,2024-08-02 03:34:08,2024,8,2,3,34,8
2024-08-02 03:44:08.000,74.4,29.4,25.8,2024-08-02 03:44:08,2024,8,2,3,44,8
2024-08-02 03:54:08.000,74.6,29.4,25.7,2024-08-02 03:54:08,2024,8,2,3,54,8
2024-08-02 04:04:08.000,74.6,29.5,25.8,2024-08-02 04:04:08,2024,8,2,4,4,8
2024-08-02 04:14:09.000,75.9,29.3,25.8,2024-08-02 04:14:09,2024,8,2,4,14,9
2024-08-02 04:24:09.000,76.4,29.2,25.8,2024-08-02 04:24:09,2024,8,2,4,24,9
2024-08-02 04:34:09.000,76.3,29.2,25.8,2024-08-02 04:34:09,2024,8,2,4,34,9
2024-08-02 04:44:09.000,76.2,29.2,25.8,2024-08-02 04:44:09,2024,8,2,4,44,9
2024-08-02 04:54:09.000,75.5,29.4,25.9,2024-08-02 04:54:09,2024,8,2,4,54,9
2024-08-02 05:04:09.000,75.7,29.4,25.9,2024-08-02 05:04:09,2024,8,2,5,4,9
2024-08-02 05:14:09.000,76.0,29.3,25.9,2024-08-02 05:14:09,2024,8,2,5,14,9
2024-08-02 05:24:09.000,76.6,29.2,25.9,2024-08-02 05:24:09,2024,8,2,5,24,9
2024-08-02 05:34:09.000,76.9,29.2,25.9,2024-08-02 05:34:09,2024,8,2,5,34,9
2024-08-02 05:44:09.000,75.7,29.4,25.9,2024-08-02 05:44:09,2024,8,2,5,44,9
2024-08-02 05:54:09.000,77.5,29.2,26.0,2024-08-02 05:54:09,2024,8,2,5,54,9
2024-08-02 06:04:09.000,78.0,29.2,26.1,2024-08-02 06:04:09,2024,8,2,6,4,9
2024-08-02 06:14:09.000,77.8,29.1,26.0,2024-08-02 06:14:09,2024,8,2,6,14,9
2024-08-02 06:24:09.000,77.1,29.1,25.8,2024-08-02 06:24:09,2024,8,2,6,24,9
2024-08-02 06:34:09.000,77.7,29.1,25.9,2024-08-02 06:34:09,2024,8,2,6,34,9
2024-08-02 06:44:09.000,76.4,29.4,26.0,2024-08-02 06:44:09,2024,8,2,6,44,9
2024-08-02 06:54:09.000,76.8,29.2,25.9,2024-08-02 06:54:09,2024,8,2,6,54,9
2024-08-02 07:04:09.000,77.2,29.2,26.0,2024-08-02 07:04:09,2024,8,2,7,4,9
2024-08-02 07:14:09.000,76.2,29.4,26.0,2024-08-02 07:14:09,2024,8,2,7,14,9
2024-08-02 07:24:09.000,75.6,29.5,26.0,2024-08-02 07:24:09,2024,8,2,7,24,9
2024-08-02 07:34:09.000,74.7,29.6,26.0,2024-08-02 07:34:09,2024,8,2,7,34,9
2024-08-02 07:44:09.000,73.9,29.7,26.0,2024-08-02 07:44:09,2024,8,2,7,44,9
2024-08-02 07:54:09.000,72.5,29.9,25.9,2024-08-02 07:54:09,2024,8,2,7,54,9
2024-08-02 08:04:09.000,72.3,30.1,26.1,2024-08-02 08:04:09,2024,8,2,8,4,9
2024-08-02 08:14:09.000,72.0,30.3,26.2,2024-08-02 08:14:09,2024,8,2,8,14,9
2024-08-02 08:24:09.000,72.3,30.4,26.3,2024-08-02 08:24:09,2024,8,2,8,24,9
2024-08-02 08:34:09.000,72.5,30.5,26.5,2024-08-02 08:34:09,2024,8,2,8,34,9
2024-08-02 08:44:09.000,72.5,30.6,26.6,2024-08-02 08:44:09,2024,8,2,8,44,9
2024-08-02 08:54:09.000,71.7,30.8,26.6,2024-08-02 08:54:09,2024,8,2,8,54,9
2024-08-02 09:04:09.000,70.9,31.0,26.7,2024-08-02 09:04:09,2024,8,2,9,4,9
2024-08-02 09:14:09.000,70.7,31.2,26.8,2024-08-02 09:14:09,2024,8,2,9,14,9
2024-08-02 09:24:09.000,68.6,31.3,26.6,2024-08-02 09:24:09,2024,8,2,9,24,9
2024-08-02 09:34:09.000,69.3,31.6,27.0,2024-08-02 09:34:09,2024,8,2,9,34,9
2024-08-02 09:44:09.000,68.9,31.6,26.9,2024-08-02 09:44:09,2024,8,2,9,44,9
2024-08-02 09:54:09.000,69.5,31.7,27.1,2024-08-02 09:54:09,2024,8,2,9,54,9
2024-08-02 10:04:09.000,68.5,31.7,26.9,2024-08-02 10:04:09,2024,8,2,10,4,9
2024-08-02 10:14:10.000,68.1,32.0,27.1,2024-08-02 10:14:10,2024,8,2,10,14,10
2024-08-02 10:24:10.000,66.2,32.1,27.0,2024-08-02 10:24:10,2024,8,2,10,24,10
2024-08-02 10:34:10.000,66.4,32.1,27.0,2024-08-02 10:34:10,2024,8,2,10,34,10
2024-08-02 10:44:10.000,67.1,32.3,27.2,2024-08-02 10:44:10,2024,8,2,10,44,10
2024-08-02 10:54:10.000,66.2,32.4,27.2,2024-08-02 10:54:10,2024,8,2,10,54,10
2024-08-02 11:04:10.000,64.7,32.4,27.0,2024-08-02 11:04:10,2024,8,2,11,4,10
2024-08-02 11:14:10.000,64.6,32.3,26.8,2024-08-02 11:14:10,2024,8,2,11,14,10
2024-08-02 11:24:10.000,64.6,32.0,26.6,2024-08-02 11:24:10,2024,8,2,11,24,10
2024-08-02 11:34:10.000,63.8,32.3,26.7,2024-08-02 11:34:10,2024,8,2,11,34,10
2024-08-02 11:44:10.000,65.8,32.4,27.1,2024-08-02 11:44:10,2024,8,2,11,44,10
2024-08-02 11:54:10.000,69.6,32.2,27.6,2024-08-02 11:54:10,2024,8,2,11,54,10
2024-08-02 12:04:10.000,69.0,31.8,27.1,2024-08-02 12:04:10,2024,8,2,12,4,10
2024-08-02 12:14:10.000,70.2,31.9,27.4,2024-08-02 12:14:10,2024,8,2,12,14,10
2024-08-02 12:24:10.000,69.2,32.0,27.3,2024-08-02 12:24:10,2024,8,2,12,24,10
2024-08-02 12:34:10.000,69.7,32.2,27.6,2024-08-02 12:34:10,2024,8,2,12,34,10
2024-08-02 12:44:10.000,69.7,32.1,27.5,2024-08-02 12:44:10,2024,8,2,12,44,10
2024-08-02 12:54:10.000,68.9,32.6,27.9,2024-08-02 12:54:10,2024,8,2,12,54,10
2024-08-02 13:04:10.000,67.5,33.1,28.1,2024-08-02 13:04:10,2024,8,2,13,4,10
2024-08-02 13:14:10.000,66.1,33.3,28.0,2024-08-02 13:14:10,2024,8,2,13,14,10
2024-08-02 13:24:10.000,66.3,33.4,28.1,2024-08-02 13:24:10,2024,8,2,13,24,10
2024-08-02 13:34:10.000,66.0,33.3,28.0,2024-08-02 13:34:10,2024,8,2,13,34,10
2024-08-02 13:44:10.000,67.9,32.8,27.9,2024-08-02 13:44:10,2024,8,2,13,44,10
2024-08-02 13:54:10.000,69.4,32.6,27.9,2024-08-02 13:54:10,2024,8,2,13,54,10
2024-08-02 14:04:10.000,68.5,32.7,27.8,2024-08-02 14:04:10,2024,8,2,14,4,10
2024-08-02 14:14:10.000,66.8,32.9,27.8,2024-08-02 14:14:10,2024,8,2,14,14,10
2024-08-02 14:24:10.000,66.3,33.1,27.8,2024-08-02 14:24:10,2024,8,2,14,24,10
2024-08-02 14:34:10.000,65.0,33.1,27.6,2024-08-02 14:34:10,2024,8,2,14,34,10
2024-08-02 14:44:10.000,64.4,33.1,27.6,2024-08-02 14:44:10,2024,8,2,14,44,10
2024-08-02 14:54:10.000,66.0,33.1,27.8,2024-08-02 14:54:10,2024,8,2,14,54,10
2024-08-02 15:04:10.000,65.8,32.9,27.6,2024-08-02 15:04:10,2024,8,2,15,4,10
2024-08-02 15:14:10.000,67.1,33.0,27.9,2024-08-02 15:14:10,2024,8,2,15,14,10
2024-08-02 15:24:10.000,64.8,33.2,27.7,2024-08-02 15:24:10,2024,8,2,15,24,10
2024-08-02 15:34:10.000,68.2,33.2,28.2,2024-08-02 15:34:10,2024,8,2,15,34,10
2024-08-02 15:44:10.000,69.9,32.9,28.3,2024-08-02 15:44:10,2024,8,2,15,44,10
2024-08-02 15:54:10.000,70.2,32.8,28.3,2024-08-02 15:54:10,2024,8,2,15,54,10
2024-08-02 16:04:10.000,69.9,32.9,28.3,2024-08-02 16:04:10,2024,8,2,16,4,10
2024-08-02 16:14:10.000,69.0,33.0,28.2,2024-08-02 16:14:10,2024,8,2,16,14,10
2024-08-02 16:24:10.000,68.1,32.8,27.9,2024-08-02 16:24:10,2024,8,2,16,24,10
2024-08-02 16:34:10.000,66.8,32.5,27.4,2024-08-02 16:34:10,2024,8,2,16,34,10
2024-08-02 16:44:10.000,68.6,32.4,27.6,2024-08-02 16:44:10,2024,8,2,16,44,10
2024-08-02 16:54:10.000,69.2,32.4,27.7,2024-08-02 16:54:10,2024,8,2,16,54,10
2024-08-02 17:04:10.000,69.7,32.3,27.7,2024-08-02 17:04:10,2024,8,2,17,4,10
2024-08-02 17:14:10.000,68.9,32.3,27.5,2024-08-02 17:14:10,2024,8,2,17,14,10
2024-08-02 17:24:10.000,72.0,32.3,28.0,2024-08-02 17:24:10,2024,8,2,17,24,10
2024-08-02 17:34:10.000,70.6,32.1,27.7,2024-08-02 17:34:10,2024,8,2,17,34,10
2024-08-02 17:44:10.000,72.3,31.9,27.8,2024-08-02 17:44:10,2024,8,2,17,44,10
2024-08-02 17:54:11.000,70.4,32.0,27.5,2024-08-02 17:54:11,2024,8,2,17,54,11
2024-08-02 18:04:11.000,72.0,31.9,27.7,2024-08-02 18:04:11,2024,8,2,18,4,11
2024-08-02 18:14:11.000,69.8,31.8,27.3,2024-08-02 18:14:11,2024,8,2,18,14,11
2024-08-02 18:24:11.000,73.6,31.9,27.9,2024-08-02 18:24:11,2024,8,2,18,24,11
2024-08-02 18:34:12.000,71.2,31.6,27.3,2024-08-02 18:34:12,2024,8,2,18,34,12
2024-08-02 18:44:12.000,72.7,31.6,27.6,2024-08-02 18:44:12,2024,8,2,18,44,12
2024-08-02 18:54:12.000,73.7,31.5,27.5,2024-08-02 18:54:12,2024,8,2,18,54,12
2024-08-02 19:04:12.000,72.3,31.6,27.4,2024-08-02 19:04:12,2024,8,2,19,4,12
2024-08-02 19:14:12.000,72.1,31.4,27.3,2024-08-02 19:14:12,2024,8,2,19,14,12
2024-08-02 19:24:12.000,71.9,31.6,27.4,2024-08-02 19:24:12,2024,8,2,19,24,12
